0.6627503	1.2675358	0.6575137
0.8975214	0.5505825	0.6024285
0.4922637	0.6700980	0.6816747
0.6023063	1.5181825	1.4705215
0.4256247	0.4957402	0.8936855
0.3876218	0.6361924	0.4487859
0.6799003	0.8558345	0.9284659
0.6610804	0.7149000	0.8037487
0.3979317	0.4846292	0.3698772
0.8668236	0.6702015	0.6909920
0.3334349	0.7758316	0.4154211
0.9188646	0.8648126	0.7656940
0.8908455	1.2057951	0.9404110
0.7053466	1.0367442	0.9675663
0.5122324	0.6397722	0.5085465
0.7684809	0.9041249	0.8358204
0.4830937	0.8680527	0.7509392
0.7571375	0.7882041	0.9214979
0.3751110	0.9496183	0.5006044
0.4514777	0.9068345	0.8641844
0.7249720	1.3311987	0.7498415
0.4107620	0.3428555	0.6071091
0.8115639	1.0883343	0.7965627
0.9082106	1.3435169	0.9678260
0.8739627	1.2872165	0.9458792
1.0639288	0.6658424	0.9240625
1.2484711	0.7143422	0.8535453
1.1072291	0.8374449	0.9767548
0.7695704	1.4813986	1.0171317
0.5566086	0.8200299	0.5550344
1.0529157	1.3446864	0.7749423
0.4059002	1.1521746	0.5009981
0.5101232	0.5614818	0.8103785
1.0633169	0.9353190	1.5243151
0.8399271	0.9284513	1.0974177
0.4853889	0.6603310	0.4654259
0.7823146	1.0366845	1.2491627
0.6010622	0.5494558	0.5015770
0.3357575	0.4594504	0.7746063
0.6659167	0.6980233	0.5425231
0.7265257	0.7002999	0.5534740
0.7460342	1.1272121	0.8679472
1.0072922	1.1757657	1.0390722
0.5980268	1.0507988	0.7414536
0.4822742	0.6263347	0.5586408
0.5600737	0.3569572	0.3879207
0.5960604	0.9783620	1.3346074
0.5207315	1.0867616	0.4927399
0.8311190	1.2054295	0.9067129
0.5650714	0.5042000	0.4809387
0.5731591	1.0287139	0.7645988
0.7281859	0.7862057	0.6278665
1.0603264	1.3542221	0.8764834
0.7503224	0.8190778	0.9136393
0.4299961	0.8287464	0.5120718
0.3340706	0.7896526	0.3221448
0.4983999	0.9244301	0.5659054
0.7856040	0.9985958	0.9515456
0.4397276	0.4535594	0.4243664
0.7148210	0.8382657	0.9297800
0.9224667	0.8497280	1.1323150
0.6047995	0.8097783	0.6408964
0.7922580	1.0905226	0.8456690
0.7742709	0.8129899	0.7183154
0.6279061	0.8456504	0.8371849
0.3043567	1.5450934	0.8162619
0.5523782	0.8983288	0.7572185
1.1661875	1.0076364	0.8010481
0.7119303	1.1365018	0.6677865
0.6174744	0.9333470	0.7981821
0.4220915	0.8910839	0.7442324
1.2842664	0.8096677	1.0325321
0.4154410	0.4135309	0.4560151
0.8308011	0.9433615	0.5776103
0.8183615	1.2056173	0.7754916
0.7089372	0.8409219	0.9491579
0.5397922	0.9774155	0.7040132
0.5791256	0.7844941	0.4412937
0.7394013	0.7288348	0.5702979
0.7726584	0.8356578	0.9364553
0.6984257	1.0426912	0.7222095
0.8841013	1.0344626	0.6376058
0.5518838	0.8918769	0.6354118
1.1882651	1.3475445	1.2133073
1.2623708	1.1143512	1.1745709
0.8566579	0.5912138	0.7617462
0.5663568	0.7180957	0.5306436
0.5622537	0.9787512	0.5165031
1.1243295	1.4187067	0.8317918
0.6714401	0.7215592	1.1591981
0.6635373	0.7953517	1.3367120
0.5118597	0.5512215	0.8064256
0.6649651	0.8747940	0.5296434
0.6143745	0.8537296	0.8940262
1.5078742	1.1319814	1.3249407
0.6479827	0.6687731	0.5377080
0.6685619	0.9894787	0.7012785
0.6549915	0.8805850	0.7353242
0.4176752	0.7839315	0.6321899
0.5108412	0.9569647	0.8406325
0.5926169	0.6819651	0.5324178
0.5703461	0.4736167	0.3729123
0.7003709	0.8933272	1.0087091
