3.602605e-01	6.210454e-01	3.108394e-01
4.657537e-01	5.553036e-01	8.878478e-02
5.696547e-01	5.141651e-01	2.828433e-01
3.444145e-01	1.538777e+00	2.964947e-01
3.867898e-01	7.599089e-01	2.059213e-01
4.374245e-01	1.305720e+00	3.670640e-01
4.986714e-01	7.484856e-01	2.301207e-01
3.323560e-01	1.019534e+00	2.151786e-01
5.855976e-01	5.689309e-01	1.982860e-01
3.857242e-01	1.003219e+00	2.580935e-01
2.768413e-01	1.224891e+00	5.720315e-01
3.233386e-01	5.916250e-01	1.343044e-01
3.865625e-01	1.879173e+00	2.388787e-01
5.307615e-01	2.520255e+00	3.175469e-01
3.169004e-01	7.117201e-01	1.972377e-01
1.892462e-01	6.653851e-01	7.657648e-01
5.733557e-01	8.669563e-01	3.375473e-01
6.067130e-01	4.028945e-01	1.454182e-01
3.491078e-01	1.005383e+00	3.079595e-01
1.928201e-01	6.065413e+00	1.276860e-01
4.061269e-01	8.084387e-01	1.410176e-01
4.430025e-01	6.513833e-01	4.094971e-01
5.689889e-01	4.642501e-01	1.297417e-01
4.574853e-01	5.467213e-01	1.752288e-01
5.250822e-01	5.032598e-01	3.934382e-01
6.532244e-01	7.772977e-01	1.760512e-01
6.788891e-01	8.738744e-01	3.092253e-01
3.465312e-01	6.340280e-01	2.083817e-01
2.396107e-01	2.133191e+00	3.982426e-01
1.015788e+00	5.818548e-01	1.721914e-01
3.300288e-01	6.559246e-01	2.164267e-01
3.293337e-01	8.007645e-01	3.536750e-01
5.153091e-01	7.751595e-01	1.735590e-01
2.010670e-01	2.622273e+00	1.747598e-01
4.781293e-01	6.746700e-01	2.275465e-01
4.754113e-01	1.000659e+00	2.049588e-01
2.911620e-01	1.402702e+00	2.218840e-01
4.370330e-01	5.666779e-01	1.819755e-01
8.422895e-01	1.000832e+00	2.428662e-01
2.499914e-01	1.549776e+00	1.991230e-01
7.767275e-01	1.372709e-01	4.690712e-01
2.307569e-01	3.799229e+03	2.665525e-01
2.217858e-01	6.535115e-01	3.850150e-01
3.101446e-01	1.382056e+00	1.226502e-01
4.213319e-01	7.013345e-01	3.987084e-01
4.191930e-01	9.614708e-01	2.189290e-01
6.675564e-01	9.997778e-01	1.587743e-01
2.234196e-01	4.056744e+00	1.088396e-01
5.201185e-01	7.533102e-01	2.820576e-01
5.036189e-01	8.238677e-01	2.290944e-01
4.865407e-01	1.320148e+00	1.286901e-01
4.903390e-01	1.137671e+00	3.036917e-01
4.649832e-01	2.908274e-01	3.524924e-01
9.439212e-01	7.303467e-01	4.638541e-01
5.062912e-01	4.949596e-01	1.681351e-01
7.090288e-01	1.047646e+00	1.466964e-01
2.561453e-01	1.175164e+00	2.700182e-01
2.752742e-01	1.072654e+00	4.141412e-01
6.510591e-01	1.470378e+00	3.129745e-01
3.222472e-01	1.681221e+00	2.084346e-01
2.628337e-01	2.708401e-01	6.121823e-01
3.357849e-01	3.104457e-01	2.009535e-01
4.479609e-01	5.130987e-01	2.747777e-01
3.022986e-01	5.433398e-01	5.102922e-01
6.640854e-01	6.122780e-01	1.277617e-01
3.129713e-01	1.281435e+00	1.969071e-01
5.987582e-01	2.871340e-01	3.092257e-01
4.644280e-01	1.091051e+00	3.023494e-01
3.669954e-01	8.591621e-01	1.874449e-01
1.918290e-01	7.509702e+02	2.092490e-01
3.538619e-01	7.438501e-01	1.107903e-01
3.511815e-01	4.309292e+00	2.023923e-01
6.865440e-01	1.497832e+00	3.539185e-01
3.816854e-01	1.189052e+00	1.813077e-01
3.990919e-01	8.570106e-01	3.141611e-01
4.003715e-01	1.158368e+00	1.769522e-01
3.654636e-01	7.837777e-01	5.088045e-01
3.258843e-01	7.618495e-01	2.803284e-01
2.950081e-01	1.778237e-01	3.533167e-01
5.033588e-01	6.501172e-01	2.026263e-01
6.308307e-01	4.757545e-01	1.398254e-01
5.293347e-01	1.564236e-01	3.536083e-01
4.708419e-01	7.360971e-01	2.308787e-01
1.050362e+03	4.353787e-01	4.133009e-02
5.011965e-01	5.952819e-01	1.567016e-01
7.323508e-01	6.999708e-01	1.303854e-01
5.470142e-01	5.650759e-01	4.456939e-01
4.903673e-01	6.530797e-01	3.644268e-01
4.082925e-01	1.413791e+00	2.685991e-01
2.123118e+00	1.844671e-01	2.470564e-01
3.244353e-01	4.082241e-01	2.529212e-01
4.757791e-01	4.793323e-01	1.202197e-01
4.735308e-01	1.071764e+00	2.576354e-01
6.229479e-01	4.540395e-01	2.101023e-01
5.293545e-01	4.346974e-01	1.664749e-01
4.762841e-01	7.138544e-01	3.402961e-01
3.713593e-01	8.692190e-01	2.080584e-01
4.612805e-01	9.245172e-01	2.098240e-01
1.602678e+00	1.956102e+00	1.447283e-01
1.246128e-01	1.212896e+03	2.003921e-01
